Umywalki -- Wymiary przyłączeniowe,PN-EN 31+A1:2014-07,{'PN-EN 31:2011'}
Taśmy przenośnikowe -- Badanie palności metodą symulacji pożaru -- Część 1: Badania z wykorzystaniem palnika propanowego,PN-EN 12881-1:2014-09,{'PN-EN 12881-1+A1:2011'}
Taśmy przenośnikowe -- Badanie palności metodą symulacji pożaru-- Część 2: Badanie palności w dużej skali,PN-EN 12881-2+A1:2011,{'PN-EN 12881-2+A1:2008'}
Taśmy przenośnikowe ogólnego zastosowania -- Wymagania bezpieczeństwa elektrycznego i pożarowego,PN-EN 12882:2015-09,{'PN-EN 12882:2012'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Nieorganiczne materiały nośne i filtracyjne -- Terminologia,PN-EN 12901:2001,set()
Produkty do uzdatniania wody przeznaczonej do spożycia -- Nieorganiczne materiały nośne i filtracyjne -- Metody badań,PN-EN 12902:2005,{'PN-EN 12902:2001'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Pyłowy węgiel aktywny,PN-EN 12903:2009,{'PN-EN 12903:2004'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Piasek i żwir,PN-EN 12904:2005,{'PN-EN 12904:2001'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Glinokrzemiany ekspandowane,PN-EN 12905:2013-04,{'PN-EN 12905:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Pumeks,PN-EN 12906:2013-04,{'PN-EN 12906:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Karbonizat,PN-EN 12907:2009,{'PN-EN 12907:2004'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Antracyt,PN-EN 12909:2013-05,{'PN-EN 12909:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Granat,PN-EN 12910:2013-05,{'PN-EN 12910:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Zeolit manganowy,PN-EN 12911:2013-06,{'PN-EN 12911:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Baryt,PN-EN 12912:2013-05,{'PN-EN 12912:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Diatomit sproszkowany,PN-EN 12913:2013-05,{'PN-EN 12913:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Perlit sproszkowany,PN-EN 12914:2013-04,{'PN-EN 12914:2006'}
Produkty do uzdatniania wody przeznaczonej do spożycia -- Granulowany węgiel aktywny -- Część 1: Pierwotny granulowany węgiel aktywny,PN-EN 12915-1:2009,"{'PN-EN 12915-1:2004', 'PN-EN 12915-1:2004/AC:2006'}"
Produkty do uzdatniania wody przeznaczonej do spożycia -- Granulowany węgiel aktywny -- Część 2: Reaktywowany granulowany węgiel aktywny,PN-EN 12915-2:2009,"{'PN-EN 12915-2:2004/AC:2006', 'PN-EN 12915-2:2004'}"
Przetwory naftowe -- Oznaczanie grup węglowodorów aromatycznych w średnich destylatach -- Metoda wysokosprawnej chromatografii cieczowej z detektorem współczynnika załamania światła,PN-EN 12916:2019-06,{'PN-EN 12916:2016-03'}
Techniczna ceramika zaawansowana -- Ceramika monolityczna -- Część 1: Ogólne zasady prowadzenia badań korozyjnych,PN-EN 12923-1:2007,{'PN-EN 12923-1:2007'}
Chemikalia do uzdatniania wody przeznaczonej do spożycia -- Peroksodisiarczan(VI) sodu,PN-EN 12926:2015-03,{'PN-EN 12926:2009'}
"Chemikalia do uzdatniania wody przeznaczonej do spożycia -- Chemikalia do stosowania w nagłych wypadkach -- Dichloroizocyjanuran sodu, bezwodny",PN-EN 12931:2015-04,{'PN-EN 12931:2008'}
Chemikalia do uzdatniania wody przeznaczonej do spożycia -- Chemikalia do stosowania w nagłych wypadkach -- Dihydrat dichloroizocyjanuranu sodu,PN-EN 12932:2015-04,{'PN-EN 12932:2008'}
Chemikalia do uzdatniania wody przeznaczonej do spożycia -- Chemikalia do stosowania w nagłych wypadkach -- Kwas trichloroizocyjanurowy,PN-EN 12933:2015-04,{'PN-EN 12933:2008'}
"Spoiwa spawalnicze do tworzyw termoplastycznych -- Zakres, oznaczenie, wymagania, badania",PN-EN 12943:2002,set()
Nawozy i środki wapnujące -- Terminologia -- Część 1: Terminy ogólne,PN-EN 12944-1:2002,{'PN-C-87004:1993'}
Nawozy i środki wapnujące -- Terminologia -- Część 2: Terminy odnoszące się do nawozów,PN-EN 12944-2:2002,{'PN-C-87004:1993'}
Nawozy i środki wapnujące -- Terminologia -- Część 3: Terminy dotyczące środków wapnujących,PN-EN 12944-3:2019-06,{'PN-EN 12944-3:2003'}
Środki wapnujące -- Oznaczanie liczby zobojętnienia -- Metody miareczkowe,PN-EN 12945+A1:2016-11,{'PN-EN 12945:2014-05'}
Środki wapnujące -- Oznaczanie liczby zobojętnienia -- Metody miareczkowe,PN-EN 12945+A1:2016-11,{'PN-EN 12945:2014-05'}
Środki wapnujące -- Oznaczanie zawartości wapnia i magnezu -- Metoda kompleksometryczna,PN-EN 12946:2002,set()
Środki wapnujące -- Oznaczanie zawartości magnezu -- Metoda atomowej spektrometrii absorpcyjnej,PN-EN 12947:2003,{'PN-EN 12947:2002'}
Środki wapnujące -- Oznaczanie uziarnienia za pomocą przesiewania na sucho i na mokro,PN-EN 12948:2010,{'PN-EN 12948:2004'}
Środki wapnujące -- Oznaczanie uziarnienia za pomocą przesiewania na sucho i na mokro,PN-EN 12948:2010,{'PN-EN 12948:2004'}
"Kleje do papieru i tektury, opakowań i jednorazowych wyrobów higienicznych -- Oznaczanie odporności na ścinanie",PN-EN 12960:2002,{'PN-EN 12960:2002'}
Kleje do skóry i materiałów obuwniczych -- Oznaczanie optymalnych temperatur aktywacji i maksymalnego czasu do aktywacji klejów rozpuszczalnikowych i dyspersyjnych,PN-EN 12961:2002,{'PN-EN 12961:2002'}
Kleje -- Oznaczanie charakteru elastycznego (indeksu elastyczności) klejów ciekłych,PN-EN 12962:2011,{'PN-EN 12962:2002'}
Kleje -- Oznaczanie zawartości wolnych monomerów w klejach otrzymywanych na bazie polimerów syntetycznych,PN-EN 12963:2002,{'PN-EN 12963:2002'}
Kleje do skóry i materiałów obuwniczych -- Kleje do ćwiekowania -- Badanie odporności termicznej połączeń w podwyższonej temperaturze,PN-EN 12964:2002,{'PN-EN 12964:2002'}
"Środki powierzchniowo czynne -- Oznaczanie zawartości 1,4-dioksanu w produktach oksyetylenowanych alkilosiarczanów metodą GLC/head space",PN-EN 12974:2002,set()
Ciekłe przetwory naftowe -- Prężność par -- Część 1: Oznaczanie prężności par nasyconych powietrzem (ASVP) i obliczanie równoważnika prężności par suchych (DVPE),PN-EN 13016-1:2018-05,{'PN-EN 13016-1:2009'}
Ciekłe przetwory naftowe -- Prężność par -- Część 1: Oznaczanie prężności par nasyconych powietrzem (ASVP) i obliczanie równoważnika prężności par suchych (DVPE),PN-EN 13016-1:2018-05,{'PN-EN 13016-1:2009'}
Ciekłe przetwory naftowe -- Prężność par -- Część 2: Oznaczanie bezwzględnej prężności par (AVP) w zakresie temperatur od 40 °C do 100 °C,PN-EN 13016-2:2009,{'PN-EN 13016-2:2007'}
Ciekłe przetwory naftowe -- Prężność par -- Część 3: Oznaczanie prężności par i obliczanie równoważnika prężności par suchych (DVPE) (Metoda trzykrotnego rozprężania),PN-EN 13016-3:2018-05,set()
Wpływ materiałów na wodę przeznaczoną do spożycia -- Materiały organiczne -- Oznaczanie barwy i mętności wody w systemach rurowych -- Część 1: Metoda badania,PN-EN 13052-1:2004,{'PN-EN 13052-1:2002'}
Personel spawajacy i zgrzewający tworzywa sztuczne - Egzamin kwalifikacyjny spawaczy i zgrzewaczy - Spawane i zgrzewane połączenia z tworzyw termoplastycznych,PN-EN 13067:2013-05,{'PN-EN 13067:2005'}
Personel spawający tworzywa sztuczne -- Test kwalifikacyjny spawaczy -- Spawane zestawy z termoplastycznych tworzyw sztucznych,PN-EN 13067:2013-05,{'PN-EN 13067:2005'}
Asfalty i lepiszcza asfaltowe -- Odzyskiwanie lepiszcza z emulsji asfaltowych lub lepiszczy asfaltowych upłynnionych lub fluksowanych -- Część 1: Odzyskiwanie metodą odparowania,PN-EN 13074-1:2019-03,{'PN-EN 13074-1:2012'}
Asfalty i lepiszcza asfaltowe -- Odzyskiwanie lepiszcza z emulsji asfaltowych lub lepiszczy asfaltowych upłynnionych lub fluksowanych -- Część 2: Stabilizacja po odzyskaniu metodą odparowania,PN-EN 13074-2:2019-03,{'PN-EN 13074-2:2012'}
"Asfalty i lepiszcza asfaltowe -- Oznaczanie charakteru rozpadu -- Część 1: Oznaczanie indeksu rozpadu kationowych emulsji asfaltowych, metoda z wypełniaczem mineralnym",PN-EN 13075-1:2016-12,{'PN-EN 13075-1:2011'}
"Asfalty i lepiszcza asfaltowe -- Oznaczanie charakteru rozpadu -- Część 1: Oznaczanie indeksu rozpadu kationowych emulsji asfaltowych, metoda z wypełniaczem mineralnym",PN-EN 13075-1:2016-12,{'PN-EN 13075-1:2011'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie charakteru rozpadu -- Część 2: Oznaczanie czasu mieszania kationowych emulsji asfaltowych,PN-EN 13075-2:2016-12,{'PN-EN 13075-2:2011'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie charakteru rozpadu -- Część 2: Oznaczanie czasu mieszania kationowych emulsji asfaltowych,PN-EN 13075-2:2016-12,{'PN-EN 13075-2:2011'}
Badania nieniszczące połączeń spawanych i zgrzewanych w półproduktach z tworzyw termoplastycznych -- Część 1: Ocena wizualna,PN-EN 13100-1:2017-07,{'PN-EN 13100-1:2002'}
Badania nieniszczące połączeń spawanych i zgrzewanych w półproduktach z tworzyw termoplastycznych -- Część 2: Badania radiograficzne za pomocą promieniowania X,PN-EN 13100-2:2005,{'PN-EN 13100-2:2005'}
Badania nieniszczące połączeń spawanych i zgrzewanych w półproduktach z tworzyw termoplastycznych -- Część 3: Badania ultradźwiękowe,PN-EN 13100-3:2006,{'PN-EN 13100-3:2005'}
Badania nieniszczące połączeń spawanych i zgrzewanych w półproduktach z tworzyw termoplastycznych -- Część 4: Badania wysokim napięciem,PN-EN 13100-4:2013-04,set()
Ciekłe przetwory naftowe -- Oznaczanie zawartości niklu i wanadu -- Metoda atomowej spektrometrii absorpcyjnej,PN-EN 13131:2008,{'PN-EN 13131:2002'}
Ciekłe przetwory naftowe -- Benzyna bezołowiowa -- Oznaczanie tlenowych związków organicznych i całkowitej zawartości organicznie związanego tlenu metodą chromatografii gazowej z przełączaniem kolumny,PN-EN 13132:2005,{'PN-EN 13132:2002'}
Chemikalia do uzdatniania wody przeznaczonej do spożycia -- Etanol,PN-EN 13176:2015-06,{'PN-EN 13176:2008'}
Chemikalia do uzdatniania wody przeznaczonej do spożycia -- Metanol,PN-EN 13177:2010,{'PN-EN 13177:2005'}
Chemikalia do uzdatniania wody przeznaczonej do spożycia -- Kwas octowy,PN-EN 13194:2015-05,{'PN-EN 13194:2008'}
Tworzywa sztuczne -- Folie termoplastyczne okrywowe stosowane w rolnictwie i ogrodnictwie,PN-EN 13206:2017-02,{'PN-EN 13206:2003'}
Tworzywa sztuczne - Termoplastyczne folie kiszonkarskie i rury stosowane w rolnictwie,PN-EN 13207:2018-03,{'PN-EN 13207:2003'}
Techniczna ceramika zaawansowana -- Właściwości mechaniczne kompozytów ceramicznych w temperaturze otoczenia -- Oznaczanie odporności na rozprzestrzenianie się pęknięcia za pomocą badania wrażliwości na działanie karbu,PN-EN 13234:2007,{'PN-EN 13234:2006'}
"Techniczna ceramika zaawansowana -- Właściwości mechaniczne kompozytów ceramicznych w wysokiej temperaturze, w atmosferze gazu obojętnego -- Oznaczanie odporności na pełzanie",PN-EN 13235:2007,{'PN-EN 13235:2006'}
Atmosfery potencjalnie wybuchowe -- Terminy i definicje dotyczące urządzeń i systemów ochronnych przeznaczonych do użytku w atmosferach potencjalnie wybuchowych,PN-EN 13237:2013-04,{'PN-EN 13237:2005'}
Przestrzenie zagrożone wybuchem -- Terminy i definicje dotyczące urządzeń i systemów ochronnych przeznaczonych do użytku w przestrzeniach zagrożonych wybuchem,PN-EN 13237:2013-04,{'PN-EN 13237:2005'}
Tworzywa sztuczne -- Profile z nieplastyfikowanego poli(chlorku winylu) (PVC-U) do stosowania w budownictwie -- Część 1: Oznaczenie profili PVC-U,PN-EN 13245-1:2010,{'PN-EN 13245-1:2007'}
Tworzywa sztuczne -- Profile z nieplastyfikowanego poli(chlorku winylu) (PVC-U) do stosowania w budownictwie -- Część 1: Oznaczenie profili PVC-U,PN-EN 13245-1:2010,{'PN-EN 13245-1:2007'}
Tworzywa sztuczne -- Profile z nieplastyfikowanego poli(chlorku winylu) (PVC-U) do stosowania w budownictwie -- Część 2: Profile PVC-U i PVC-UE na ściany wewnętrzne i zewnętrzne oraz wykończenia sufitów,PN-EN 13245-2:2009,{'PN-EN 13245-2:2008'}
Tworzywa sztuczne -- Profile z nieplastyfikowanego poli(chlorku winylu) (PVC-U) do stosowania w budownictwie -- Część 3: Oznaczenie profili PVC-UE,PN-EN 13245-3:2010,set()
Tworzywa sztuczne -- Profile z nieplastyfikowanego poli(chlorku winylu) (PVC-U) do stosowania w budownictwie -- Część 3: Oznaczenie profili PVC-UE,PN-EN 13245-3:2010,set()
Nawozy wolnodziałające -- Oznaczanie uwalniania składników odżywczych -- Metoda dla nawozów otoczkowanych,PN-EN 13266:2003,{'PN-EN 13266:2002'}
Środki powierzchniowo czynne -- Oznaczanie zawartości wody -- Metoda Karla Fischera,PN-EN 13267:2002,{'PN-C-04819:1988'}
Środki powierzchniowo czynne -- Oznaczanie grup tlenku etylenu i tlenku propylenu w adduktach tlenku etylenu i tlenku propylenu,PN-EN 13268:2002,{'PN-C-04836:1986'}
Środki powierzchniowo czynne -- Oznaczanie zawartości substancji aktywnej w alkilodimetylobetainach,PN-EN 13270:2002,set()
Środki powierzchniowo czynne -- Oznaczanie zawartości substancji niejonowych w anionowych środkach powierzchniowo czynnych metodą wysokosprawnej chromatografii cieczowej (HPLC),PN-EN 13273:2002,set()
Nawozy -- Oznaczanie współczynnika sypkości,PN-EN 13299:2002,set()
Farby i lakiery -- Wodne wyroby lakierowe i systemy powłokowe na wewnętrzne ściany i sufity -- Klasyfikacja,PN-EN 13300:2002,{'PN-EN 13300:2002'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie skłonności asfaltów do plamienia,PN-EN 13301:2012,{'PN-EN 13301:2010'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie lepkości dynamicznej lepiszczy asfaltowych lepkościomierzem obrotowym,PN-EN 13302:2018-06,{'PN-EN 13302:2011'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie lepkości dynamicznej lepiszczy asfaltowych lepkościomierzem obrotowym,PN-EN 13302:2018-06,{'PN-EN 13302:2011'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie ubytku masy asfaltów przemysłowych po ogrzewaniu,PN-EN 13303:2017-10,{'PN-EN 13303:2011'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie ubytku masy asfaltów przemysłowych po ogrzewaniu,PN-EN 13303:2017-10,{'PN-EN 13303:2011'}
Asfalty i lepiszcza asfaltowe -- Zasady klasyfikacji asfaltów utlenionych,PN-EN 13304:2011,{'PN-EN 13304:2009'}
Asfalty i lepiszcza asfaltowe -- Zasady klasyfikacji twardych asfaltów przemysłowych,PN-EN 13305:2011,{'PN-EN 13305:2009'}
Środki powierzchniowo czynne -- Oznaczanie śladowych ilości wolnego tlenku etylenu w oksyetylenowanych produktach metodą chromatografii gazowej,PN-EN 13320:2002,{'PN-EN 13320:2002'}
"Asfalty i lepiszcza asfaltowe -- Oznaczanie charakterystyki destylacyjnej upłynnionych i fluksowanych lepiszczy asfaltowych, wytworzonych z fluksem mineralnym",PN-EN 13358:2019-08,{'PN-EN 13358:2010'}
Nawozy -- Zastosowanie żywicy kationowej do oznaczania zawartości schelatowanego mikroskładnika lub schelatowanej frakcji mikroskładników,PN-EN 13366:2004,{'PN-EN 13366:2002'}
"Nawozy -- Chromatograficzne oznaczanie czynników chelatujących w nawozach -- Część 1: Oznaczanie EDTA, HEEDTA i DTPA metodą chromatografii jonowej",PN-EN 13368-1:2014-03,{'PN-EN 13368-1:2004'}
"Nawozy -- Chromatograficzne oznaczanie czynników chelatujących w nawozach -- Część 1: Oznaczanie EDTA, HEEDTA i DTPA metodą chromatografii jonowej",PN-EN 13368-1:2014-03,{'PN-EN 13368-1:2004'}
"Nawozy -- Chromatograficzne oznaczanie czynników chelatujących w nawozach -- Część 2: Oznaczanie Fe schelatowanego przez [o,o] EDDHA, [o,o] EDDHMA i HBED lub ilości czynników chelatujących metodą chromatografii par jonowych",PN-EN 13368-2:2018-02,"{'PN-EN 13368-2:2012', 'PN-EN 13368-2:2012/Ap1:2013-03'}"
"Nawozy – Chromatograficzne oznaczanie czynników chelatujących w nawozach – Część 3: Oznaczanie [S,S]-EDDS metodą chromatografii par jonowych",PN-EN 13368-3:2018-02,set()
Asfalty i lepiszcza asfaltowe -- Oznaczanie nawrotu sprężystego asfaltów modyfikowanych,PN-EN 13398:2017-12,{'PN-EN 13398:2012'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie nawrotu sprężystego asfaltów modyfikowanych,PN-EN 13398:2017-12,{'PN-EN 13398:2012'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie stabilności podczas magazynowania asfaltów modyfikowanych,PN-EN 13399:2017-12,{'PN-EN 13399:2012'}
Asfalty i lepiszcza asfaltowe -- Oznaczanie stabilności podczas magazynowania asfaltów modyfikowanych,PN-EN 13399:2017-12,{'PN-EN 13399:2012'}
Środki powierzchniowo czynne -- Oznaczanie zawartości dialkilotetralin w liniowym alkilobenzenie metodą wysokosprawnej chromatografii cieczowej (HPLC),PN-EN 13405:2005,set()
Metody badania hydraulicznie wiążących podłogowych zapraw szpachlowych i/lub wyrównujących -- Oznaczanie przyczepności,PN-EN 13408:2004,{'PN-EN 13408:2002'}
Metody badania hydraulicznie wiążących podłogowych zapraw szpachlowych i/lub wyrównujących -- Oznaczanie czasu wiązania,PN-EN 13409:2004,{'PN-EN 13409:2002'}
Badanie klejów do wykładzin podłogowych -- Wyznaczanie rezystancji elektrycznej błon klejowych i kompozytów,PN-EN 13415:2010,{'PN-EN 13415:2003'}
Tworzywa sztuczne -- Tworzywa termoutwardzalne -- Kompozyty i włókna wzmacniające -- Przygotowanie próbek do oznaczania właściwości anizotropowych kompozytów prasowanych,PN-EN 13421:2007,{'PN-EN 13421:2006'}
Środki powierzchniowo czynne -- Oznaczanie zawartości wolnej aminy w alkilodimetylobetainach,PN-EN 13435:2002,{'PN-EN 13435:2002'}
Farby i lakiery -- Organiczne powłoki z farb proszkowych do ocynkowanych zanurzeniowo lub szerardyzowanych wyrobów stalowych do celów konstrukcyjnych,PN-EN 13438:2013-10,{'PN-EN 13438:2006'}
Nawozy -- Oznaczanie zawartości wody (metody Karla Fischera) -- Część 1: Metanol jako czynnik ekstrakcyjny,PN-EN 13466-1:2003,{'PN-EN 13466-1:2002'}
Nawozy -- Oznaczanie zawartości wody (metody Karla Fischera) -- Część 2: 2-propanol jako czynnik ekstrakcyjny,PN-EN 13466-2:2003,{'PN-EN 13466-2:2002'}
Środki wapnujące -- Oznaczanie zawartości wapnia -- Metoda szczawianowa,PN-EN 13475:2003,{'PN-EN 13475:2002'}
"Systemy przewodów rurowych z tworzyw sztucznych do podziemnego bezciśnieniowego odwadniania i kanalizacji -- Systemy przewodów rurowych o ściankach strukturalnych z nieplastyfikowanego poli(chlorku winylu)(PVC-U), polipropylenu (PP) i polietylenu (PE) -- Część 1: Wymagania ogólne i właściwości użytkowe",PN-EN 13476-1:2018-05,{'PN-EN 13476-1:2008'}
"Systemy przewodów rurowych z tworzyw sztucznych do podziemnego bezciśnieniowego odwadniania i kanalizacji -- Systemy przewodów rurowych o ściankach strukturalnych z nieplastyfikowanego poli(chlorku winylu) (PVC-U), polipropylenu (PP) i polietylenu (PE) -- Część 2: Specyfikacje rur i kształtek z gładką wewnętrzną i zewnętrzną powierzchnią oraz systemu, typ A",PN-EN 13476-2:2018-05,{'PN-EN 13476-2:2008'}
"Systemy przewodów rurowych z tworzyw sztucznych do podziemnego bezciśnieniowego odwadniania i kanalizacji -- Systemy przewodów rurowych o ściankach strukturalnych z nieplastyfikowanego poli(chlorku winylu) (PVC-U), polipropylenu (PP) i polietylenu (PE) -- Część 3: Specyfikacje rur i kształtek o gładkiej powierzchni wewnętrznej i profilowanej powierzchni zewnętrznej oraz systemu, typ B",PN-EN 13476-3:2018-05,{'PN-EN 13476-3+A1:2009'}
Węże i przewody z gumy do asfaltów i bitumów -- Wymagania,PN-EN 13482:2014-02,{'PN-EN 13482:2004'}
Węże i przewody z gumy i z tworzyw sztucznych do instalacji dozujących paliwo z wewnętrznym odzyskiwaniem pary -- Wymagania,PN-EN 13483:2013-11,{'PN-EN 13483:2006'}
Metale powlekane metodą ciągłą -- Metody badań -- Część 0: Wprowadzenie ogólne,PN-EN 13523-0:2014-07,{'PN-EN 13523-0:2002'}
Metale powlekane metodą ciągłą -- Metody badań -- Część 1: Grubość powłoki,PN-EN 13523-1:2017-03,{'PN-EN 13523-1:2010'}
Metale powlekane metodą ciągłą -- Metody badań -- Część 2: Połysk,PN-EN 13523-2:2014-07,{'PN-EN 13523-2:2002'}
Metale powlekane metodą ciągłą -- Metody badań -- Część 3: Różnica barwy -- Porównanie kolorymetryczne,PN-EN 13523-3:2014-07,"{'PN-EN 13523-3:2002', 'PN-EN 13523-3:2002/Ap1:2003'}"
